State,Customer Name,Value Column Name,Value
"New York","Todd Boyes","Profit","22.7764"
"New York","Todd Boyes","Profit Margin %","0.3124677605224167"
"New York","Todd Boyes","% GT of Sales","0.00003173079083318851"
"New York","Sara Luxemburg","Sales","72.51"
"New York","Sara Luxemburg","Sales Margin %","0"
"New York","Sara Luxemburg","Profit","20.2782"
"New York","Sara Luxemburg","Profit Margin %","0.2796607364501448"
"New York","Sara Luxemburg","% GT of Sales","0.00003156450149967759"
"New York","Anna Häberlin","Sales","70.88"
"New York","Anna Häberlin","Sales Margin %","0"
"New York","Anna Häberlin","Profit","33.3136"
"New York","Anna Häberlin","Profit Margin %","0.47000000000000003"
"New York","Anna Häberlin","% GT of Sales","0.00003085494230171214"
"New York","Sally Hughsby","Sales","70.216"
"New York","Sally Hughsby","Sales Margin %","0"
"New York","Sally Hughsby","Profit","24.207099999999997"
"New York","Sally Hughsby","Profit Margin %","0.3447519083969465"
"New York","Sally Hughsby","% GT of Sales","0.00003056589487382929"
"New York","Amy Cox","Sales","70.212"
"New York","Amy Cox","Sales Margin %","0"
"New York","Amy Cox","Profit","25.7148"
"New York","Amy Cox","Profit Margin %","0.36624508631003244"
"New York","Amy Cox","% GT of Sales","0.000030564153624263735"
"New York","Shirley Daniels","Sales","69.99"
"New York","Shirley Daniels","Sales Margin %","0"
"New York","Shirley Daniels","Profit","30.0957"
"New York","Shirley Daniels","Profit Margin %","0.43000000000000005"
"New York","Shirley Daniels","% GT of Sales","0.000030467514273375182"
"New York","Mark Hamilton","Sales","67.4"
"New York","Mark Hamilton","Sales Margin %","0"
"New York","Mark Hamilton","Profit","29.4844"
"New York","Mark Hamilton","Profit Margin %","0.43745400593471806"
"New York","Mark Hamilton","% GT of Sales","0.000029340055179675496"
"New York","Rob Williams","Sales","65.99"
"New York","Rob Williams","Sales Margin %","1"
"New York","Rob Williams","Profit","17.1574"
"New York","Rob Williams","Profit Margin %","0.26"
"New York","Rob Williams","% GT of Sales","0.000028726264707815806"
"New York","Aaron Smayling","Sales","65.78"
"New York","Aaron Smayling","Sales Margin %","0"
"New York","Aaron Smayling","Profit","32.2322"
"New York","Aaron Smayling","Profit Margin %","0.49"
"New York","Aaron Smayling","% GT of Sales","0.00002863484910562394"
"New York","Ross DeVincentis","Sales","65.776"
"New York","Ross DeVincentis","Sales Margin %","0.5074191194356604"
"New York","Ross DeVincentis","Profit","25.982"
"New York","Ross DeVincentis","Profit Margin %","0.3950072974945269"
"New York","Ross DeVincentis","% GT of Sales","0.000028633107856058376"
"New York","Tracy Collins","Sales","65.72"
"New York","Tracy Collins","Sales Margin %","0"
"New York","Tracy Collins","Profit","26.302"
"New York","Tracy Collins","Profit Margin %","0.4002130249543518"
"New York","Tracy Collins","% GT of Sales","0.000028608730362140552"
"New York","Eudokia Martin","Sales","65.12"
"New York","Eudokia Martin","Sales Margin %","1"
"New York","Eudokia Martin","Profit","16.9312"
"New York","Eudokia Martin","Profit Margin %","0.26"
"New York","Eudokia Martin","% GT of Sales","0.000028347542927306643"
"New York","Chris Selesnick","Sales","64.96"
"New York","Chris Selesnick","Sales Margin %","0"
"New York","Chris Selesnick","Profit","9.744"
"New York","Chris Selesnick","Profit Margin %","0.15000000000000002"
"New York","Chris Selesnick","% GT of Sales","0.000028277892944684266"
"New York","Michelle Huthwaite","Sales","63.882"
"New York","Michelle Huthwaite","Sales Margin %","0"
"New York","Michelle Huthwaite","Profit","10.647"
"New York","Michelle Huthwaite","Profit Margin %","0.16666666666666669"
"New York","Michelle Huthwaite","% GT of Sales","0.000027808626186766016"
"New York","Dionis Lloyd","Sales","62.96"
"New York","Dionis Lloyd","Sales Margin %","1"
"New York","Dionis Lloyd","Profit","28.332"
"New York","Dionis Lloyd","Profit Margin %","0.45"
"New York","Dionis Lloyd","% GT of Sales","0.00002740726816190458"
"New York","Tim Taslimi","Sales","61.44"
"New York","Tim Taslimi","Sales Margin %","0"
"New York","Tim Taslimi","Profit","16.5888"
"New York","Tim Taslimi","Profit Margin %","0.27"
"New York","Tim Taslimi","% GT of Sales","0.00002674559332699202"
"New York","Karl Braun","Sales","60.87"
"New York","Karl Braun","Sales Margin %","0"
"New York","Karl Braun","Profit","20.349"
"New York","Karl Braun","Profit Margin %","0.33430261212419915"
"New York","Karl Braun","% GT of Sales","0.000026497465263899802"
"New York","Damala Kotsonis","Sales","59.52"
"New York","Damala Kotsonis","Sales Margin %","0"
"New York","Damala Kotsonis","Profit","17.856"
"New York","Damala Kotsonis","Profit Margin %","0.3"
"New York","Damala Kotsonis","% GT of Sales","0.00002590979353552352"
"New York","Toby Carlisle","Sales","59.2"
"New York","Toby Carlisle","Sales Margin %","1"
"New York","Toby Carlisle","Profit","29.6"
"New York","Toby Carlisle","Profit Margin %","0.5"
"New York","Toby Carlisle","% GT of Sales","0.00002577049357027877"
"New York","Meg O'Connel","Sales","57.56"
"New York","Meg O'Connel","Sales Margin %","0.6177901320361362"
"New York","Meg O'Connel","Profit","17.590400000000002"
"New York","Meg O'Connel","Profit Margin %","0.3056011118832523"
"New York","Meg O'Connel","% GT of Sales","0.000025056581248399423"
"New York","Benjamin Farhat","Sales","56.52"
"New York","Benjamin Farhat","Sales Margin %","0"
"New York","Benjamin Farhat","Profit","21.4776"
"New York","Benjamin Farhat","Profit Margin %","0.37999999999999995"
"New York","Benjamin Farhat","% GT of Sales","0.000024603856361353986"
"New York","Tamara Dahlen","Sales","54.9"
"New York","Tamara Dahlen","Sales Margin %","1"
"New York","Tamara Dahlen","Profit","15.372"
"New York","Tamara Dahlen","Profit Margin %","0.28"
"New York","Tamara Dahlen","% GT of Sales","0.000023898650287302434"
"New York","Adrian Shami","Sales","54.64"
"New York","Adrian Shami","Sales Margin %","1"
"New York","Adrian Shami","Profit","20.3448"
"New York","Adrian Shami","Profit Margin %","0.3723426061493411"
"New York","Adrian Shami","% GT of Sales","0.000023785469065541078"
"New York","Liz MacKendrick","Sales","53.868"
"New York","Liz MacKendrick","Sales Margin %","0"
"New York","Liz MacKendrick","Profit","21.5424"
"New York","Liz MacKendrick","Profit Margin %","0.3999108932947204"
"New York","Liz MacKendrick","% GT of Sales","0.00002344940789938812"
"New York","Mick Hernandez","Sales","52.44"
"New York","Mick Hernandez","Sales Margin %","1"
"New York","Mick Hernandez","Profit","24.1224"
"New York","Mick Hernandez","Profit Margin %","0.46"
"New York","Mick Hernandez","% GT of Sales","0.00002282778180448342"
"New York","Nathan Cano","Sales","51.072"
"New York","Nathan Cano","Sales Margin %","0"
"New York","Nathan Cano","Profit","18.5136"
"New York","Nathan Cano","Profit Margin %","0.3625"
"New York","Nathan Cano","% GT of Sales","0.000022232274453062114"
"New York","Philip Fox","Sales","50"
"New York","Philip Fox","Sales Margin %","0"
"New York","Philip Fox","Profit","12"
"New York","Philip Fox","Profit Margin %","0.24"
"New York","Philip Fox","% GT of Sales","0.000021765619569492203"
"New York","Becky Pak","Sales","49.12"
"New York","Becky Pak","Sales Margin %","1"
"New York","Becky Pak","Profit","23.0864"
"New York","Becky Pak","Profit Margin %","0.47000000000000003"
"New York","Becky Pak","% GT of Sales","0.00002138254466506914"
"New York","Russell Applegate","Sales","48.94"
"New York","Russell Applegate","Sales Margin %","0"
"New York","Russell Applegate","Profit","24.47"
"New York","Russell Applegate","Profit Margin %","0.5"
"New York","Russell Applegate","% GT of Sales","0.00002130418843461897"
"New York","Lori Olson","Sales","47.98"
"New York","Lori Olson","Sales Margin %","1"
"New York","Lori Olson","Profit","23.99"
"New York","Lori Olson","Profit Margin %","0.5"
"New York","Lori Olson","% GT of Sales","0.000020886288538884717"
"New York","George Bell","Sales","46.96"
"New York","George Bell","Sales Margin %","1"
"New York","George Bell","Profit","22.5408"
"New York","George Bell","Profit Margin %","0.48"
"New York","George Bell","% GT of Sales","0.000020442269899667078"
"New York","Thomas Boland","Sales","46.002"
"New York","Thomas Boland","Sales Margin %","0"
"New York","Thomas Boland","Profit","17.8854"
"New York","Thomas Boland","Profit Margin %","0.3887961392982914"
"New York","Thomas Boland","% GT of Sales","0.000020025240628715608"
"New York","Zuschuss Carroll","Sales","43.92"
"New York","Zuschuss Carroll","Sales Margin %","1"
"New York","Zuschuss Carroll","Profit","12.7368"
"New York","Zuschuss Carroll","Profit Margin %","0.29"
"New York","Zuschuss Carroll","% GT of Sales","0.000019118920229841952"
"New York","Fred Wasserman","Sales","43.6"
"New York","Fred Wasserman","Sales Margin %","0"
"New York","Fred Wasserman","Profit","12.208"
"New York","Fred Wasserman","Profit Margin %","0.27999999999999997"
"New York","Fred Wasserman","% GT of Sales","0.0000189796202645972"
"New York","John Castell","Sales","42.93"
"New York","John Castell","Sales Margin %","1"
"New York","John Castell","Profit","19.3185"
"New York","John Castell","Profit Margin %","0.45"
"New York","John Castell","% GT of Sales","0.000018687960962366006"
"New York","Roy Französisch","Sales","42.27"
"New York","Roy Französisch","Sales Margin %","0.8495386799148332"
"New York","Roy Französisch","Profit","9.7593"
"New York","Roy Französisch","Profit Margin %","0.2308800567778566"
"New York","Roy Französisch","% GT of Sales","0.000018400654784048708"
"New York","Lisa Ryan","Sales","41.4"
"New York","Lisa Ryan","Sales Margin %","1"
"New York","Lisa Ryan","Profit","19.872"
"New York","Lisa Ryan","Profit Margin %","0.48000000000000004"
"New York","Lisa Ryan","% GT of Sales","0.000018021933003539542"
"New York","Marc Crier","Sales","41.374"
"New York","Marc Crier","Sales Margin %","0"
"New York","Marc Crier","Profit","-13.8847"
"New York","Marc Crier","Profit Margin %","-0.3355899840479528"
"New York","Marc Crier","% GT of Sales","0.000018010614881363408"
"New York","Fred McMath","Sales","40.74"
"New York","Fred McMath","Sales Margin %","0"
"New York","Fred McMath","Profit","0.407399999999999"
"New York","Fred McMath","Profit Margin %","0.009999999999999974"
"New York","Fred McMath","% GT of Sales","0.000017734626825222248"
"New York","Matt Collister","Sales","40.48"
"New York","Matt Collister","Sales Margin %","0"
"New York","Matt Collister","Profit","14.5728"
"New York","Matt Collister","Profit Margin %","0.36000000000000004"
"New York","Matt Collister","% GT of Sales","0.000017621445603460885"
"New York","Shaun Chance","Sales","40.176"
"New York","Shaun Chance","Sales Margin %","1"
"New York","Shaun Chance","Profit","14.5638"
"New York","Shaun Chance","Profit Margin %","0.3625"
"New York","Shaun Chance","% GT of Sales","0.000017489110636478377"
"New York","Greg Guthrie","Sales","39.99"
"New York","Greg Guthrie","Sales Margin %","0"
"New York","Greg Guthrie","Profit","11.5971"
"New York","Greg Guthrie","Profit Margin %","0.29"
"New York","Greg Guthrie","% GT of Sales","0.000017408142531679866"
"New York","Alejandro Ballentine","Sales","37.94"
"New York","Alejandro Ballentine","Sales Margin %","0"
"New York","Alejandro Ballentine","Profit","18.2112"
"New York","Alejandro Ballentine","Profit Margin %","0.4800000000000001"
"New York","Alejandro Ballentine","% GT of Sales","0.000016515752129330683"
"New York","Lindsay Castell","Sales","37.776"
"New York","Lindsay Castell","Sales Margin %","0"
"New York","Lindsay Castell","Profit","10.5336"
"New York","Lindsay Castell","Profit Margin %","0.278843710292249"
"New York","Lindsay Castell","% GT of Sales","0.00001644436089714275"
"New York","Mark Haberlin","Sales","37.768"
"New York","Mark Haberlin","Sales Margin %","0"
"New York","Mark Haberlin","Profit","12.5795"
"New York","Mark Haberlin","Profit Margin %","0.3330729718280025"
"New York","Mark Haberlin","% GT of Sales","0.00001644087839801163"
"New York","Darren Powers","Sales","37.63"
"New York","Darren Powers","Sales Margin %","0"
"New York","Darren Powers","Profit","10.0634"
"New York","Darren Powers","Profit Margin %","0.2674302418283284"
"New York","Darren Powers","% GT of Sales","0.000016380805287999833"
"New York","Rick Reed","Sales","36.48"
"New York","Rick Reed","Sales Margin %","0"
"New York","Rick Reed","Profit","18.24"
"New York","Rick Reed","Profit Margin %","0.5"
"New York","Rick Reed","% GT of Sales","0.00001588019603790151"
"New York","Nora Pelletier","Sales","34.992"
"New York","Nora Pelletier","Sales Margin %","0"
"New York","Nora Pelletier","Profit","11.431799999999999"
"New York","Nora Pelletier","Profit Margin %","0.3266975308641975"
"New York","Nora Pelletier","% GT of Sales","0.000015232451199513421"
"New York","Brian DeCherney","Sales","33.568"
"New York","Brian DeCherney","Sales Margin %","0"
"New York","Brian DeCherney","Profit","11.7488"
"New York","Brian DeCherney","Profit Margin %","0.35"
"New York","Brian DeCherney","% GT of Sales","0.000014612566354174286"
"New York","Randy Ferguson","Sales","33.552"
"New York","Randy Ferguson","Sales Margin %","0"
"New York","Randy Ferguson","Profit","12.582"
"New York","Randy Ferguson","Profit Margin %","0.375"
"New York","Randy Ferguson","% GT of Sales","0.000014605601355912047"
"New York","Bart Folk","Sales","32.67"
"New York","Bart Folk","Sales Margin %","1"
"New York","Bart Folk","Profit","15.1389"
"New York","Bart Folk","Profit Margin %","0.46338842975206607"
"New York","Bart Folk","% GT of Sales","0.000014221655826706206"
"New York","Jay Fein","Sales","32.67"
"New York","Jay Fein","Sales Margin %","1"
"New York","Jay Fein","Profit","8.4942"
"New York","Jay Fein","Profit Margin %","0.25999999999999995"
"New York","Jay Fein","% GT of Sales","0.000014221655826706206"
"New York","Richard Eichhorn","Sales","29.61"
"New York","Richard Eichhorn","Sales Margin %","0"
"New York","Richard Eichhorn","Profit","13.3245"
"New York","Richard Eichhorn","Profit Margin %","0.45"
"New York","Richard Eichhorn","% GT of Sales","0.000012889599909053282"
"New York","Alex Avila","Sales","29.5"
"New York","Alex Avila","Sales Margin %","0"
"New York","Alex Avila","Profit","13.282599999999999"
"New York","Alex Avila","Profit Margin %","0.45025762711864403"
"New York","Alex Avila","% GT of Sales","0.0000128417155460004"
"New York","Clytie Kelty","Sales","29.34"
"New York","Clytie Kelty","Sales Margin %","0"
"New York","Clytie Kelty","Profit","13.4964"
"New York","Clytie Kelty","Profit Margin %","0.45999999999999996"
"New York","Clytie Kelty","% GT of Sales","0.000012772065563378024"
"New York","Catherine Glotzbach","Sales","28.91"
"New York","Catherine Glotzbach","Sales Margin %","1"
"New York","Catherine Glotzbach","Profit","13.2986"
"New York","Catherine Glotzbach","Profit Margin %","0.46"
"New York","Catherine Glotzbach","% GT of Sales","0.000012584881235080391"
"New York","Alan Haines","Sales","28.416"
"New York","Alan Haines","Sales Margin %","1"
"New York","Alan Haines","Profit","9.0204"
"New York","Alan Haines","Profit Margin %","0.31744087837837837"
"New York","Alan Haines","% GT of Sales","0.00001236983691373381"
"New York","Alan Schoenberger","Sales","26.8"
"New York","Alan Schoenberger","Sales Margin %","0"
"New York","Alan Schoenberger","Profit","12.864"
"New York","Alan Schoenberger","Profit Margin %","0.48000000000000004"
"New York","Alan Schoenberger","% GT of Sales","0.00001166637208924782"
"New York","Cari Schnelling","Sales","26.768"
"New York","Cari Schnelling","Sales Margin %","0.6530185295875672"
"New York","Cari Schnelling","Profit","8.2888"
"New York","Cari Schnelling","Profit Margin %","0.30965331739390317"
"New York","Cari Schnelling","% GT of Sales","0.000011652442092723345"
"New York","Deborah Brumfield","Sales","25.99"
"New York","Deborah Brumfield","Sales Margin %","0"
"New York","Deborah Brumfield","Profit","7.5371"
"New York","Deborah Brumfield","Profit Margin %","0.29"
"New York","Deborah Brumfield","% GT of Sales","0.000011313769052222046"
"New York","Sanjit Jacobs","Sales","25.92"
"New York","Sanjit Jacobs","Sales Margin %","1"
"New York","Sanjit Jacobs","Profit","12.4416"
"New York","Sanjit Jacobs","Profit Margin %","0.4799999999999999"
"New York","Sanjit Jacobs","% GT of Sales","0.00001128329718482476"
"New York","Erin Creighton","Sales","25.68"
"New York","Erin Creighton","Sales Margin %","1"
"New York","Erin Creighton","Profit","11.556"
"New York","Erin Creighton","Profit Margin %","0.44999999999999996"
"New York","Erin Creighton","% GT of Sales","0.000011178822210891196"
"New York","Philip Brown","Sales","25.06"
"New York","Philip Brown","Sales Margin %","0"
"New York","Philip Brown","Profit","11.7782"
"New York","Philip Brown","Profit Margin %","0.47000000000000003"
"New York","Philip Brown","% GT of Sales","0.000010908928528229492"
"New York","Rick Bensley","Sales","24.55"
"New York","Rick Bensley","Sales Margin %","1"
"New York","Rick Bensley","Profit","12.0295"
"New York","Rick Bensley","Profit Margin %","0.49"
"New York","Rick Bensley","% GT of Sales","0.000010686919208620672"
"New York","John Huston","Sales","22.92"
"New York","John Huston","Sales Margin %","0"
"New York","John Huston","Profit","11.2308"
"New York","John Huston","Profit Margin %","0.49"
"New York","John Huston","% GT of Sales","0.000009977360010655227"
"New York","Hunter Lopez","Sales","22.58"
"New York","Hunter Lopez","Sales Margin %","1"
"New York","Hunter Lopez","Profit","5.8708"
"New York","Hunter Lopez","Profit Margin %","0.26"
"New York","Hunter Lopez","% GT of Sales","0.000009829353797582678"
"New York","Roland Fjeld","Sales","21.93"
"New York","Roland Fjeld","Sales Margin %","0"
"New York","Roland Fjeld","Profit","10.3071"
"New York","Roland Fjeld","Profit Margin %","0.47000000000000003"
"New York","Roland Fjeld","% GT of Sales","0.00000954640074317928"
"New York","Don Jones","Sales","20.7"
"New York","Don Jones","Sales Margin %","1"
"New York","Don Jones","Profit","9.936"
"New York","Don Jones","Profit Margin %","0.48000000000000004"
"New York","Don Jones","% GT of Sales","0.000009010966501769771"
"New York","Henia Zydlo","Sales","20.12"
"New York","Henia Zydlo","Sales Margin %","1"
"New York","Henia Zydlo","Profit","9.516399999999999"
"New York","Henia Zydlo","Profit Margin %","0.47298210735586477"
"New York","Henia Zydlo","% GT of Sales","0.000008758485314763662"
"New York","Duane Benoit","Sales","18.96"
"New York","Duane Benoit","Sales Margin %","1"
"New York","Duane Benoit","Profit","8.532"
"New York","Duane Benoit","Profit Margin %","0.44999999999999996"
"New York","Duane Benoit","% GT of Sales","0.000008253522940751444"
"New York","John Lee","Sales","18.762"
"New York","John Lee","Sales Margin %","0.5889564012365419"
"New York","John Lee","Profit","5.7791"
"New York","John Lee","Profit Margin %","0.30802153288561984"
"New York","John Lee","% GT of Sales","0.000008167331087256254"
"New York","Julie Prescott","Sales","18.464"
"New York","Julie Prescott","Sales Margin %","0"
"New York","Julie Prescott","Profit","6.924"
"New York","Julie Prescott","Profit Margin %","0.37500000000000006"
"New York","Julie Prescott","% GT of Sales","0.00000803760799462208"
"New York","Barbara Fisher","Sales","17.94"
"New York","Barbara Fisher","Sales Margin %","0"
"New York","Barbara Fisher","Profit","4.485"
"New York","Barbara Fisher","Profit Margin %","0.25"
"New York","Barbara Fisher","% GT of Sales","0.000007809504301533803"
"New York","Mick Crebagga","Sales","17.94"
"New York","Mick Crebagga","Sales Margin %","0"
"New York","Mick Crebagga","Profit","3.0498"
"New York","Mick Crebagga","Profit Margin %","0.16999999999999998"
"New York","Mick Crebagga","% GT of Sales","0.000007809504301533803"
"New York","Andy Reiter","Sales","17.88"
"New York","Andy Reiter","Sales Margin %","1"
"New York","Andy Reiter","Profit","5.5875"
"New York","Andy Reiter","Profit Margin %","0.31250000000000006"
"New York","Andy Reiter","% GT of Sales","0.000007783385558050411"
"New York","Toby Swindell","Sales","17.608"
"New York","Toby Swindell","Sales Margin %","1"
"New York","Toby Swindell","Profit","7.289499999999999"
"New York","Toby Swindell","Profit Margin %","0.4139879600181735"
"New York","Toby Swindell","% GT of Sales","0.000007664980587592374"
"New York","Lauren Leatherbury","Sales","17.46"
"New York","Lauren Leatherbury","Sales Margin %","0"
"New York","Lauren Leatherbury","Profit","5.9364"
"New York","Lauren Leatherbury","Profit Margin %","0.33999999999999997"
"New York","Lauren Leatherbury","% GT of Sales","0.000007600554353666676"
"New York","Penelope Sewall","Sales","16.98"
"New York","Penelope Sewall","Sales Margin %","1"
"New York","Penelope Sewall","Profit","8.49"
"New York","Penelope Sewall","Profit Margin %","0.5"
"New York","Penelope Sewall","% GT of Sales","0.000007391604405799552"
"New York","Ed Braxton","Sales","15.92"
"New York","Ed Braxton","Sales Margin %","1"
"New York","Ed Braxton","Profit","5.373"
"New York","Ed Braxton","Profit Margin %","0.3375"
"New York","Ed Braxton","% GT of Sales","0.000006930173270926319"
"New York","Eugene Barchas","Sales","15.56"
"New York","Eugene Barchas","Sales Margin %","0"
"New York","Eugene Barchas","Profit","7.3132"
"New York","Eugene Barchas","Profit Margin %","0.47"
"New York","Eugene Barchas","% GT of Sales","0.000006773460810025975"
"New York","Shahid Collister","Sales","14.91"
"New York","Shahid Collister","Sales Margin %","0"
"New York","Shahid Collister","Profit","4.6221"
"New York","Shahid Collister","Profit Margin %","0.31"
"New York","Shahid Collister","% GT of Sales","0.000006490507755622574"
"New York","Troy Staebel","Sales","14.624"
"New York","Troy Staebel","Sales Margin %","0"
"New York","Troy Staebel","Profit","5.484"
"New York","Troy Staebel","Profit Margin %","0.375"
"New York","Troy Staebel","% GT of Sales","0.00000636600841168508"
"New York","Barry Weirich","Sales","14.62"
"New York","Barry Weirich","Sales Margin %","0"
"New York","Barry Weirich","Profit","6.7252"
"New York","Barry Weirich","Profit Margin %","0.46"
"New York","Barry Weirich","% GT of Sales","0.00000636426716211952"
"New York","Allen Goldenen","Sales","14.4"
"New York","Allen Goldenen","Sales Margin %","0"
"New York","Allen Goldenen","Profit","7.056"
"New York","Allen Goldenen","Profit Margin %","0.49"
"New York","Allen Goldenen","% GT of Sales","0.000006268498436013754"
"New York","Jack Lebron","Sales","13.904"
"New York","Jack Lebron","Sales Margin %","0"
"New York","Jack Lebron","Profit","4.5188"
"New York","Jack Lebron","Profit Margin %","0.32499999999999996"
"New York","Jack Lebron","% GT of Sales","0.000006052583489884392"
"New York","Cindy Schnelling","Sales","13.83"
"New York","Cindy Schnelling","Sales Margin %","0"
"New York","Cindy Schnelling","Profit","3.8739"
"New York","Cindy Schnelling","Profit Margin %","0.28010845986984817"
"New York","Cindy Schnelling","% GT of Sales","0.0000060203703729215436"
"New York","Thomas Thornton","Sales","13.776"
"New York","Thomas Thornton","Sales Margin %","0"
"New York","Thomas Thornton","Profit","4.4772"
"New York","Thomas Thornton","Profit Margin %","0.325"
"New York","Thomas Thornton","% GT of Sales","0.000005996863503786492"
"New York","Bryan Mills","Sales","13.36"
"New York","Bryan Mills","Sales Margin %","0"
"New York","Bryan Mills","Profit","4.9432"
"New York","Bryan Mills","Profit Margin %","0.37"
"New York","Bryan Mills","% GT of Sales","0.000005815773548968317"
"New York","Denise Leinenbach","Sales","12.42"
"New York","Denise Leinenbach","Sales Margin %","0"
"New York","Denise Leinenbach","Profit","5.2164"
"New York","Denise Leinenbach","Profit Margin %","0.42000000000000004"
"New York","Denise Leinenbach","% GT of Sales","0.000005406579901061863"
"New York","Clay Rozendal","Sales","10.528"
"New York","Clay Rozendal","Sales Margin %","0"
"New York","Clay Rozendal","Profit","3.6848"
"New York","Clay Rozendal","Profit Margin %","0.35"
"New York","Clay Rozendal","% GT of Sales","0.000004582968856552279"
"New York","Melanie Seite","Sales","10.512"
"New York","Melanie Seite","Sales Margin %","0"
"New York","Melanie Seite","Profit","3.6792"
"New York","Melanie Seite","Profit Margin %","0.35"
"New York","Melanie Seite","% GT of Sales","0.000004576003858290041"
"New York","Susan Gilcrest","Sales","10.5"
"New York","Susan Gilcrest","Sales Margin %","0"
"New York","Susan Gilcrest","Profit","2.94"
"New York","Susan Gilcrest","Profit Margin %","0.27999999999999997"
"New York","Susan Gilcrest","% GT of Sales","0.000004570780109593363"
"New York","Christina Anderson","Sales","9.96"
"New York","Christina Anderson","Sales Margin %","1"
"New York","Christina Anderson","Profit","4.6812"
"New York","Christina Anderson","Profit Margin %","0.4699999999999999"
"New York","Christina Anderson","% GT of Sales","0.000004335711418242847"
"New York","Frank Olsen","Sales","8.64"
"New York","Frank Olsen","Sales Margin %","1"
"New York","Frank Olsen","Profit","3.024"
"New York","Frank Olsen","Profit Margin %","0.35"
"New York","Frank Olsen","% GT of Sales","0.000003761099061608253"
"New York","Linda Cazamias","Sales","8.4"
"New York","Linda Cazamias","Sales Margin %","1"
"New York","Linda Cazamias","Profit","4.2"
"New York","Linda Cazamias","Profit Margin %","0.5"
"New York","Linda Cazamias","% GT of Sales","0.00000365662408767469"
"New York","Paul Stevenson","Sales","8"
"New York","Paul Stevenson","Sales Margin %","0"
"New York","Paul Stevenson","Profit","3.44"
"New York","Paul Stevenson","Profit Margin %","0.43"
"New York","Paul Stevenson","% GT of Sales","0.0000034824991311187524"
"New York","Carl Weiss","Sales","7.56"
"New York","Carl Weiss","Sales Margin %","0"
"New York","Carl Weiss","Profit","0.3024"
"New York","Carl Weiss","Profit Margin %","0.04"
"New York","Carl Weiss","% GT of Sales","0.0000032909616789072214"
"New York","Arianne Irving","Sales","6.68"
"New York","Arianne Irving","Sales Margin %","1"
"New York","Arianne Irving","Profit","3.2064"
"New York","Arianne Irving","Profit Margin %","0.48"
"New York","Arianne Irving","% GT of Sales","0.0000029078867744841583"
"New York","Bobby Odegard","Sales","6.08"
"New York","Bobby Odegard","Sales Margin %","0"
"New York","Bobby Odegard","Profit","2.0672"
"New York","Bobby Odegard","Profit Margin %","0.34"
"New York","Bobby Odegard","% GT of Sales","0.000002646699339650252"
"New York","Michael Chen","Sales","6.03"
"New York","Michael Chen","Sales Margin %","1"
"New York","Michael Chen","Profit","2.9547"
"New York","Michael Chen","Profit Margin %","0.48999999999999994"
"New York","Michael Chen","% GT of Sales","0.0000026249337200807595"
"New York","Hallie Redmond","Sales","5.94"
"New York","Hallie Redmond","Sales Margin %","0"
"New York","Hallie Redmond","Profit","1.6038"
"New York","Hallie Redmond","Profit Margin %","0.26999999999999996"
"New York","Hallie Redmond","% GT of Sales","0.0000025857556048556737"
"New York","Karen Carlisle","Sales","5.76"
"New York","Karen Carlisle","Sales Margin %","0"
"New York","Karen Carlisle","Profit","1.6128"
"New York","Karen Carlisle","Profit Margin %","0.28"
"New York","Karen Carlisle","% GT of Sales","0.0000025073993744055017"
"New York","Dan Campbell","Sales","5.46"
"New York","Dan Campbell","Sales Margin %","0"
"New York","Dan Campbell","Profit","1.4742"
"New York","Dan Campbell","Profit Margin %","0.27"
"New York","Dan Campbell","% GT of Sales","0.0000023768056569885485"
"New York","Anthony Johnson","Sales","4.992"
"New York","Anthony Johnson","Sales Margin %","0"
"New York","Anthony Johnson","Profit","1.6848"
"New York","Anthony Johnson","Profit Margin %","0.3375"
"New York","Anthony Johnson","% GT of Sales","0.0000021730794578181016"
"New York","Quincy Jones","Sales","4.95"
"New York","Quincy Jones","Sales Margin %","0"
"New York","Quincy Jones","Profit","1.3365"
"New York","Quincy Jones","Profit Margin %","0.27"
"New York","Quincy Jones","% GT of Sales","0.000002154796337379728"
"New York","Henry MacAllister","Sales","4.616"
"New York","Henry MacAllister","Sales Margin %","0"
"New York","Henry MacAllister","Profit","1.731"
"New York","Henry MacAllister","Profit Margin %","0.37500000000000006"
"New York","Henry MacAllister","% GT of Sales","0.00000200940199865552"
"New York","Jasper Cacioppo","Sales","3.928"
"New York","Jasper Cacioppo","Sales Margin %","0"
"New York","Jasper Cacioppo","Profit","1.3257"
"New York","Jasper Cacioppo","Profit Margin %","0.3375"
"New York","Jasper Cacioppo","% GT of Sales","0.0000017099070733793073"
"New York","Sarah Foster","Sales","3.64"
"New York","Sarah Foster","Sales Margin %","0"
"New York","Sarah Foster","Profit","0.9828"
"New York","Sarah Foster","Profit Margin %","0.27"
"New York","Sarah Foster","% GT of Sales","0.0000015845371046590325"
"Texas","Becky Martin","Sales","10539.896"
"Texas","Becky Martin","Sales Margin %","0"
"Texas","Becky Martin","Profit","-1878.7892000000002"
"Texas","Becky Martin","Profit Margin %","-0.17825500365468502"
"Texas","Becky Martin","% GT of Sales","0.004588147332760252"
"Texas","Sean Braxton","Sales","5579.94"
"Texas","Sean Braxton","Sales Margin %","0"
"Texas","Sean Braxton","Profit","-761.992800000001"
"Texas","Sean Braxton","Profit Margin %","-0.13655931784212752"
